Question Type: multipleresponse,Parent Category,Category,Random Answers,Grade Style,Correct Feedback,Incorrect Feedback,Points,Question,Correct,Answer A,Answer B,Answer C,Answer D,Answer E,Answer F,Answer G,Answer H,Answer I,Answer J
multipleresponse,PSPO I,PO Authority,Yes,Off,"Value accountability remains with the Product Owner even when work is delegated, and release decisions are guided by value considerations.",Backlog ordering is not the responsibility of external stakeholders or supporting roles outside Product Ownership.,1,Which statements about Product Owner decision-making are correct? (Choose two),"B,C",The Product Owner may be overruled on ordering by any stakeholder to speed delivery,The Product Owner remains accountable for value even when analysis or refinement is delegated,The Product Owner decides when to release an Increment to maximize value,The Scrum Master approves ordering changes to enforce process,,,,,,
multipleresponse,PSPO I,ROI / Cost of Delay,Yes,Off,"Prioritizing rapid learning, ordering work based on value and timing, and defining clear success signals support empirical decision-making.",Prioritizing the largest items or waiting for complete information delays learning and risks wasted effort.,1,You have six alternative backlog items to validate the same assumption. Which are sensible next steps? (Choose three),"A,C,D","Run the cheapest, fastest test that could invalidate the assumption",Deliver the largest item first to show progress,Order items by expected learning impact and cost of delay,Align each option with a clear success/fail signal before selection,Wait for perfect data before starting,,,,,
multipleresponse,PSPO I,Product Backlog Transparency,Yes,Off,Changes to the Definition of Done must preserve transparency and often require alignment with broader organizational standards.,Centralized approval or reducing quality standards for speed undermines transparency and product integrity.,1,A Product Owner wants to change the Definition of Done to speed releases. What must be considered? (Choose two),"A,C",Quality and completeness of the Increment must remain transparent to stakeholders,The Scrum Master approves any DoD change unilaterally,Changes to DoD may require broader organizational standards to be updated,Lowering the DoD is fine if velocity increases,,,,,,
multipleresponse,PSPO I,ROI / Cost of Delay,Yes,Off,Ordering work based on cost of delay and embedding acceptance criteria into work items and quality standards maximizes value and transparency.,"Delaying action risks external consequences, while halting discovery unnecessarily reduces learning opportunities.",1,A regulator announces a rule effective in 90 days with heavy penalties. How should the Product Owner respond? (Choose two),"A,C",Quantify cost of delay and order compliance work accordingly,Wait until the final week to avoid rework,Increase transparency by making compliance acceptance criteria part of PBIs and DoD updates,Remove all discovery items until compliance is complete,,,,,,
multipleresponse,PSPO I,Outcome vs Output,Yes,Off,Defining outcome-based goals with explicit measurement criteria strengthens empiricism and value alignment.,Prioritizing high-point items or fixed scope reinforces output thinking and false predictability.,1,During Sprint Planning you want to avoid an output trap. Which practices help? (Choose two),"A,C",Base the Sprint Goal on a desired customer behavior change,Select all high-point items to keep the team busy,Agree on how you will measure success of selected PBIs,Lock the scope to ensure commitment,,,,,,
multipleresponse,PSPO I,ROI / Cost of Delay,Yes,Off,Reducing failure demand and recognizing low cost of delay support sound return-on-investment decisions.,Personal preferences or dominant voices do not constitute sound economic prioritization.,1,Your CFO asks for ROI justification to defer a feature in favor of platform stabilization. Which arguments help? (Choose two),"A,C",Stabilization reduces failure demand and support costs impacting margin,Developers prefer working on platform code,Delaying the feature by two months has low cost of delay based on adoption forecasts,Stakeholder with the loudest voice wants stabilization,,,,,,
multipleresponse,PSPO I,ROI / Cost of Delay,Yes,Off,Using leading indicators and releasing when value is realized enables timely learning and benefit capture.,Fixing scope or scheduling based on velocity creates an illusion of certainty and can delay value delivery.,1,A Product Owner is aligning the release plan to outcome goals. Which steps are appropriate? (Choose two),"A,C",Define leading indicators for each outcome and instrument the product,Fix scope across three Sprints so messaging is easy,"Release when valuable, not only at Sprint boundaries",Use velocity targets to schedule releases,,,,,,
multipleresponse,PSPO I,Value Maximization,Yes,Off,Tracking outcome movement and maintaining transparency align work with value and empiricism.,Counting backlog items or emphasizing estimate accuracy focuses on output and pseudo-predictability.,1,Your organization wants to measure Product Owner performance. Which signals align with Scrum values? (Choose two),"A,C",Movement on key outcome metrics tied to Product Goals,Total number of PBIs completed per Sprint,Transparency of Product Backlog and decision rationale,Percent of estimates within ±10%,,,,,,
multipleresponse,PSPO I,Product Backlog Transparency,Yes,Off,A single Product Backlog combined with cross-team collaboration preserves transparency and product coherence.,Maintaining separate team backlogs or limiting visibility fragments transparency and weakens value alignment.,1,Which actions can a Product Owner take to protect Product Backlog integrity across multiple teams? (Choose two),"A,C",Maintain a single Product Backlog with clear ordering and allow multiple teams to pull from it,Create a separate Product Backlog per team with independent ordering,Ensure refinement includes representatives from all teams to align on intent and DoD application,Restrict visibility to avoid confusion,,,,,,
multipleresponse,PSPO I,ROI / Cost of Delay,Yes,Off,Outcome-driven milestones and value-based release decisions support empiricism and effective delivery.,Guaranteeing scope or delivery rates conflicts with adaptive forecasting and empirical control.,1,A vendor offers to build three features quickly if you guarantee scope. What Scrum-consistent actions can the Product Owner take? (Choose two),"A,B",Negotiate outcome-based milestones and accept learning-driven scope adaptation,"Clarify that release timing depends on value, not vendor schedule",Guarantee the exact backlog sequence to secure a discount,Promise a fixed velocity to the vendor,,,,,,
multipleresponse,PSPO I,Value Maximization,Yes,Off,"Decisions grounded in outcome impact, confidence levels, and cost of delay emphasize value over raw estimation.",Ordering work solely by points or chasing precision biases decisions toward output rather than value.,1,What can the Product Owner do to avoid anchoring on estimates in ordering decisions? (Choose two),"A,B",Use impact and confidence metrics tied to outcomes,Consider cost of delay and risk reduction value,Order solely by lowest story points,Ask for more detailed task breakdowns to improve precision,,,,,,
